[detection] Anomalies.
zipper/test/combined/009.png@#@<p>Anomalies</p> {<37><12><59><100>}<delim>{<40><0><58><99>}
zipper/test/combined/010.png@#@<p>Anomalies</p> {<42><38><57><99>}<delim>{<37><37><60><100>}
zipper/test/combined/011.png@#@<p>Anomalies</p> {<7><1><96><100>}
zipper/test/combined/012.png@#@<p>Anomalies</p> {<10><3><91><100>}
zipper/test/combined/013.png@#@<p>Anomalies</p> {<39><0><61><100>}
zipper/test/combined/014.png@#@<p>Anomalies</p> {<41><36><58><71>}<delim>{<38><82><60><99>}
zipper/test/combined/015.png@#@<p>Anomalies</p> {<9><13><92><98>}<delim>{<67><21><73><27>}<delim>{<45><18><57><37>}<delim>{<39><39><59><76>}<delim>{<5><61><20><83>}
zipper/test/fabric_border/000.png@#@<p>Anomalies</p> {<43><25><59><98>}<delim>{<78><35><96><44>}<delim>{<9><10><20><27>}
zipper/test/fabric_border/001.png@#@<p>Anomalies</p> {<40><21><59><57>}<delim>{<38><20><59><57>}<delim>{<7><50><36><61>}<delim>{<7><50><36><61>}
zipper/test/fabric_border/002.png@#@<p>Anomalies</p> {<37><1><60><100>}
zipper/test/fabric_border/003.png@#@<p>Anomalies</p> {<8><0><89><100>} <p>the fabric</p> {<8><0><89><100>} <p>black fabric</p> {<8><0><89><100>} <p>stitches</p> {<8><0><89><100>}
zipper/test/fabric_border/004.png@#@<p>Anomalies</p> {<9><1><93><100>}
zipper/test/fabric_border/005.png@#@<p>Anomalies</p> {<2><1><97><99>}
zipper/test/fabric_border/006.png@#@<p>Anomalies</p> {<5><1><94><100>}
zipper/test/fabric_border/007.png@#@<p>Anomalies</p> {<7><0><93><100>}
zipper/test/fabric_border/008.png@#@<p>Anomalies</p> {<40><21><60><35>}<delim>{<39><77><61><98>}
zipper/test/fabric_border/009.png@#@<p>Anomalies</p> {<43><15><59><74>}<delim>{<29><64><58><100>}
zipper/test/fabric_border/010.png@#@<p>Anomalies</p> {<0><1><95><100>}
zipper/test/fabric_border/011.png@#@<p>Anomalies</p> {<9><1><90><100>}
zipper/test/fabric_border/012.png@#@<p>Anomalies</p> {<9><0><92><100>}
zipper/test/fabric_border/013.png@#@<p>Anomalies</p> {<1><0><98><100>}
zipper/test/fabric_border/014.png@#@<p>Anomalies</p> {<41><25><58><60>}
zipper/test/fabric_border/015.png@#@<p>Anomalies</p> {<36><15><64><92>}<delim>{<42><76><57><98>}<delim>{<42><15><57><40>}
zipper/test/fabric_border/016.png@#@<p>Anomalies</p> {<4><0><93><100>}<delim>{<38><2><57><16>}
zipper/test/fabric_interior/000.png@#@<p>Anomalies</p> {<10><2><94><100>}<delim>{<5><0><93><100>}
zipper/test/fabric_interior/001.png@#@<p>Anomalies</p> {<9><0><91><100>}<delim>{<65><2><92><30>}
zipper/test/fabric_interior/002.png@#@<p>Anomalies</p> {<41><37><61><100>}<delim>{<28><85><59><100>}
zipper/test/fabric_interior/003.png@#@<p>Anomalies</p> {<41><0><59><28>}<delim>{<63><79><64><84>}<delim>{<80><85><83><92>}<delim>{<9><81><16><91>}<delim>{<50><84><59><91>}
zipper/test/fabric_interior/004.png@#@<p>Anomalies</p> {<42><0><60><100>}<delim>{<87><35><92><46>}<delim>{<30><48><57><81>}
zipper/test/fabric_interior/005.png@#@<p>Anomalies</p> {<49><54><58><70>}<delim>{<69><25><76><31>}
zipper/test/fabric_interior/006.png@#@<p>Anomalies</p> {<38><51><59><99>}<delim>{<47><0><60><56>}<delim>{<35><28><59><61>}
zipper/test/fabric_interior/007.png@#@<p>Anomalies</p> {<8><1><90><100>}
zipper/test/fabric_interior/008.png@#@<p>Anomalies</p> {<25><74><38><93>}<delim>{<26><76><41><94>}
zipper/test/fabric_interior/009.png@#@<p>Anomalies</p> {<9><1><89><100>}
zipper/test/fabric_interior/010.png@#@<p>Anomalies</p> {<26><0><98><100>}
zipper/test/fabric_interior/011.png@#@<p>Anomalies</p> {<9><0><91><100>}<delim>{<65><25><74><31>}<delim>{<44><0><56><6>}
zipper/test/fabric_interior/012.png@#@<p>Anomalies</p> {<9><1><91><100>}
zipper/test/fabric_interior/013.png@#@<p>Anomalies</p> {<9><1><90><100>}
zipper/test/fabric_interior/014.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/fabric_interior/015.png@#@<p>Anomalies</p> {<43><0><59><10>}
zipper/test/good/000.png@#@<p>Anomalies</p> {<42><29><57><60>}<delim>{<45><18><58><59>}<delim>{<37><13><47><40>}
zipper/test/good/001.png@#@<p>Anomalies</p> {<29><0><70><100>}
zipper/test/good/002.png@#@<p>Anomalies</p> {<43><10><58><100>}<delim>{<54><58><60><71>}
zipper/test/good/003.png@#@<p>Anomalies</p> {<40><1><61><100>}<delim>{<71><1><90><99>}
zipper/test/good/004.png@#@<p>Anomalies</p> {<37><0><61><100>}
zipper/test/good/005.png@#@<p>Anomalies</p> {<42><27><59><100>}
zipper/test/good/006.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/good/007.png@#@<p>Anomalies</p> {<38><0><61><100>}
zipper/test/good/008.png@#@<p>Anomalies</p> {<39><0><61><100>}<delim>{<88><23><93><34>}<delim>{<67><15><73><28>}
zipper/test/good/009.png@#@<p>Anomalies</p> {<45><38><58><62>}
zipper/test/good/010.png@#@<p>Anomalies</p> {<10><1><90><100>}<delim>{<38><0><61><100>}
zipper/test/good/011.png@#@<p>Anomalies</p> {<42><19><61><100>}<delim>{<53><87><62><100>}<delim>{<10><1><92><100>}
zipper/test/good/012.png@#@<p>Anomalies</p> {<8><0><91><100>}
zipper/test/good/013.png@#@<p>Anomalies</p> {<42><0><59><100>}<delim>{<71><61><87><100>}<delim>{<39><62><58><99>}
zipper/test/good/014.png@#@<p>Anomalies</p> {<39><0><60><100>}
zipper/test/good/015.png@#@<p>Anomalies</p> {<10><0><91><100>}
zipper/test/good/016.png@#@<p>Anomalies</p> {<42><28><59><100>}
zipper/test/good/017.png@#@<p>Anomalies</p> {<7><0><92><100>}
zipper/test/good/018.png@#@<p>Anomalies</p> {<43><36><61><100>}<delim>{<89><72><95><95>}<delim>{<43><0><57><41>}<delim>{<16><50><30><85>}
zipper/test/good/019.png@#@<p>Anomalies</p> {<2><0><97><100>}
zipper/test/good/020.png@#@<p>Anomalies</p> {<6><0><92><100>}<delim>{<45><38><59><76>}
zipper/test/good/021.png@#@<p>Anomalies</p> {<10><1><90><100>}
zipper/test/good/022.png@#@<p>Anomalies</p> {<42><0><61><100>}
zipper/test/good/023.png@#@<p>Anomalies</p> {<13><0><89><100>}<delim>{<50><2><60><36>}
zipper/test/good/024.png@#@<p>Anomalies</p> {<42><0><61><99>}
zipper/test/good/025.png@#@<p>Anomalies</p> {<12><1><89><100>}
zipper/test/good/026.png@#@<p>Anomalies</p> {<9><1><90><100>}
zipper/test/good/027.png@#@<p>Anomalies</p> {<13><12><90><100>}
zipper/test/good/028.png@#@<p>Anomalies</p> {<9><13><90><100>}
zipper/test/good/029.png@#@<p>Anomalies</p> {<7><1><90><98>}
zipper/test/good/030.png@#@<p>Anomalies</p> {<40><38><62><100>}<delim>{<72><0><93><100>}<delim>{<44><15><59><97>}<delim>{<37><94><40><100>}<delim>{<9><76><39><100>}<delim>{<30><75><41><97>}
zipper/test/good/031.png@#@<p>Anomalies</p> {<40><2><59><10>}<delim>{<38><0><62><22>}<delim>{<82><50><91><76>}
zipper/test/rough/000.png@#@<p>Anomalies</p> {<39><46><60><100>}<delim>{<49><87><58><99>}<delim>{<61><71><66><77>}
zipper/test/rough/001.png@#@<p>Anomalies</p> {<41><0><59><100>}
zipper/test/rough/002.png@#@<p>Anomalies</p> {<39><0><60><100>}<delim>{<9><12><19><38>}<delim>{<54><29><59><38>}<delim>{<61><49><67><63>}
zipper/test/rough/003.png@#@<p>Anomalies</p> {<41><0><61><99>}<delim>{<8><0><32><99>}
zipper/test/rough/004.png@#@<p>Anomalies</p> {<34><0><59><100>}<delim>{<40><28><61><89>}
zipper/test/rough/005.png@#@<p>Anomalies</p> {<40><83><59><96>}<delim>{<62><87><69><94>}<delim>{<48><67><59><78>}
zipper/test/rough/006.png@#@<p>Anomalies</p> {<41><80><59><99>}<delim>{<38><25><58><71>}<delim>{<61><86><66><98>}
zipper/test/rough/007.png@#@<p>Anomalies</p> {<9><0><92><100>}
zipper/test/rough/008.png@#@<p>Anomalies</p> {<37><25><60><100>}<delim>{<45><66><58><87>}<delim>{<89><30><96><39>}
zipper/test/rough/009.png@#@<p>Anomalies</p> {<11><0><92><100>}
zipper/test/rough/010.png@#@<p>Anomalies</p> {<39><0><60><100>}<delim>{<40><71><57><97>}
zipper/test/rough/011.png@#@<p>Anomalies</p> {<42><0><61><100>}
zipper/test/rough/012.png@#@<p>Anomalies</p> {<42><19><57><64>}
zipper/test/rough/013.png@#@<p>Anomalies</p> {<9><0><90><100>}
zipper/test/rough/014.png@#@<p>Anomalies</p> {<10><28><90><100>}<delim>{<57><10><59><16>}
zipper/test/rough/015.png@#@<p>Anomalies</p> {<41><0><59><34>}<delim>{<56><29><60><38>}<delim>{<50><28><58><47>}<delim>{<68><24><73><35>}
zipper/test/rough/016.png@#@<p>Anomalies</p> {<7><0><92><100>}
zipper/test/split_teeth/000.png@#@<p>Anomalies</p> {<40><0><61><100>}
zipper/test/split_teeth/001.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/split_teeth/002.png@#@<p>Anomalies</p> {<39><1><60><100>}<delim>{<40><0><56><18>}
zipper/test/split_teeth/003.png@#@<p>Anomalies</p> {<7><1><90><100>}
zipper/test/split_teeth/004.png@#@<p>Anomalies</p> {<38><0><63><100>}
zipper/test/split_teeth/005.png@#@<p>Anomalies</p> {<10><59><22><73>}<delim>{<46><67><57><80>}
zipper/test/split_teeth/006.png@#@<p>Anomalies</p> {<39><0><61><100>}
zipper/test/split_teeth/007.png@#@<p>Anomalies</p> {<37><0><62><100>}<delim>{<85><53><92><64>}<delim>{<52><39><59><49>}
zipper/test/split_teeth/008.png@#@<p>Anomalies</p> {<9><1><90><100>}
zipper/test/split_teeth/009.png@#@<p>Anomalies</p> {<10><26><89><99>}<delim>{<39><45><57><84>}<delim>{<53><41><64><74>}
zipper/test/split_teeth/010.png@#@<p>Anomalies</p> {<8><0><91><100>}
zipper/test/split_teeth/011.png@#@<p>Anomalies</p> {<9><0><89><100>}
zipper/test/split_teeth/012.png@#@<p>Anomalies</p> {<10><1><89><100>}
zipper/test/split_teeth/013.png@#@<p>Anomalies</p> {<39><0><61><100>}
zipper/test/split_teeth/014.png@#@<p>Anomalies</p> {<9><1><90><100>}
zipper/test/split_teeth/015.png@#@<p>Anomalies</p> {<38><27><60><100>}<delim>{<50><69><60><86>}<delim>{<94><72><99><84>}
zipper/test/split_teeth/016.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/split_teeth/017.png@#@<p>Anomalies</p> {<9><0><92><100>}
zipper/test/squeezed_teeth/000.png@#@<p>Anomalies</p> {<39><1><58><100>}
zipper/test/squeezed_teeth/001.png@#@<p>Anomalies</p> {<9><1><92><100>}
zipper/test/squeezed_teeth/002.png@#@<p>Anomalies</p> {<32><55><56><100>}<delim>{<41><39><64><99>}<delim>{<73><32><89><61>}
zipper/test/squeezed_teeth/003.png@#@<p>Anomalies</p> {<10><0><92><100>}
zipper/test/squeezed_teeth/004.png@#@<p>Anomalies</p> {<39><0><58><100>}
zipper/test/squeezed_teeth/005.png@#@<p>Anomalies</p> {<9><1><92><100>}
zipper/test/squeezed_teeth/006.png@#@<p>Anomalies</p> {<12><1><91><100>}
zipper/test/squeezed_teeth/007.png@#@<p>Anomalies</p> {<39><0><58><100>}
zipper/test/squeezed_teeth/008.png@#@<p>Anomalies</p> {<43><0><58><10>}<delim>{<47><10><60><23>}
zipper/test/squeezed_teeth/009.png@#@<p>Anomalies</p> {<7><0><90><100>}
zipper/test/squeezed_teeth/010.png@#@<p>Anomalies</p> {<28><0><59><100>}<delim>{<72><0><92><100>}<delim>{<49><47><58><67>}
zipper/test/squeezed_teeth/011.png@#@<p>Anomalies</p> {<10><2><92><100>}
zipper/test/squeezed_teeth/012.png@#@<p>Anomalies</p> {<40><31><62><58>}<delim>{<39><87><41><95>}
zipper/test/squeezed_teeth/013.png@#@<p>Anomalies</p> {<12><0><93><100>}
zipper/test/squeezed_teeth/014.png@#@<p>Anomalies</p> {<8><0><91><100>}
zipper/test/squeezed_teeth/015.png@#@<p>Anomalies</p> {<36><0><91><100>}<delim>{<9><0><47><20>}
